10-digit PSGC,Name,Geographic Level
500515000,Rapu-Rapu,MUNICIPALITY
500516000,Santo Domingo,MUNICIPALITY
500517000,City of Tabaco,CITY
500518000,Tiwi,MUNICIPALITY
501600000,Camarines Norte,PROVINCE
501601000,Basud,MUNICIPALITY
501602000,Capalonga,MUNICIPALITY
501603000,Daet ,MUNICIPALITY
501604000,San Lorenzo Ruiz,MUNICIPALITY
501605000,Jose Panganiban,MUNICIPALITY
501606000,Labo,MUNICIPALITY
501607000,Mercedes,MUNICIPALITY
501608000,Paracale,MUNICIPALITY
501609000,San Vicente,MUNICIPALITY
501610000,Santa Elena,MUNICIPALITY
501611000,Talisay,MUNICIPALITY
501612000,Vinzons,MUNICIPALITY
501700000,Camarines Sur,PROVINCE
501701000,Baao,MUNICIPALITY
501702000,Balatan,MUNICIPALITY
501703000,Bato,MUNICIPALITY
501704000,Bombon,MUNICIPALITY
501705000,Buhi,MUNICIPALITY
501706000,Bula,MUNICIPALITY
501707000,Cabusao,MUNICIPALITY
501708000,Calabanga,MUNICIPALITY
501709000,Camaligan,MUNICIPALITY
501710000,Canaman,MUNICIPALITY
501711000,Caramoan,MUNICIPALITY
501712000,Del Gallego,MUNICIPALITY
501713000,Gainza,MUNICIPALITY
501714000,Garchitorena,MUNICIPALITY
501715000,Goa,MUNICIPALITY
501716000,City of Iriga,CITY
501717000,Lagonoy,MUNICIPALITY
501718000,Libmanan,MUNICIPALITY
501719000,Lupi,MUNICIPALITY
501720000,Magarao,MUNICIPALITY
501721000,Milaor,MUNICIPALITY
501722000,Minalabac,MUNICIPALITY
501723000,Nabua,MUNICIPALITY
501724000,City of Naga,CITY
501725000,Ocampo,MUNICIPALITY
501726000,Pamplona,MUNICIPALITY
501727000,Pasacao,MUNICIPALITY
501728000,Pili ,MUNICIPALITY
501729000,Presentacion,MUNICIPALITY
501730000,Ragay,MUNICIPALITY
501731000,Sagñay,MUNICIPALITY
501732000,San Fernando,MUNICIPALITY
501733000,San Jose,MUNICIPALITY
501734000,Sipocot,MUNICIPALITY
501735000,Siruma,MUNICIPALITY
501736000,Tigaon,MUNICIPALITY
501737000,Tinambac,MUNICIPALITY
502000000,Catanduanes,PROVINCE
502001000,Bagamanoc,MUNICIPALITY
502002000,Baras,MUNICIPALITY
502003000,Bato,MUNICIPALITY
502004000,Caramoran,MUNICIPALITY
502005000,Gigmoto,MUNICIPALITY
502006000,Pandan,MUNICIPALITY
502007000,Panganiban,MUNICIPALITY
502008000,San Andres,MUNICIPALITY
502009000,San Miguel,MUNICIPALITY
502010000,Viga,MUNICIPALITY
502011000,Virac ,MUNICIPALITY
504100000,Masbate,PROVINCE
504101000,Aroroy,MUNICIPALITY
504102000,Baleno,MUNICIPALITY
504103000,Balud,MUNICIPALITY
504104000,Batuan,MUNICIPALITY
504105000,Cataingan,MUNICIPALITY
504106000,Cawayan,MUNICIPALITY
504107000,Claveria,MUNICIPALITY
504108000,Dimasalang,MUNICIPALITY
504109000,Esperanza,MUNICIPALITY
504110000,Mandaon,MUNICIPALITY
504111000,City of Masbate ,CITY
504112000,Milagros,MUNICIPALITY
504113000,Mobo,MUNICIPALITY
504114000,Monreal,MUNICIPALITY
504115000,Palanas,MUNICIPALITY
504116000,Pio V. Corpus,MUNICIPALITY
504117000,Placer,MUNICIPALITY
504118000,San Fernando,MUNICIPALITY
504119000,San Jacinto,MUNICIPALITY
504120000,San Pascual,MUNICIPALITY
504121000,Uson,MUNICIPALITY
506200000,Sorsogon,PROVINCE
506202000,Barcelona,MUNICIPALITY
506203000,Bulan,MUNICIPALITY
506204000,Bulusan,MUNICIPALITY
506205000,Casiguran,MUNICIPALITY
506206000,Castilla,MUNICIPALITY
506207000,Donsol,MUNICIPALITY
506208000,Gubat,MUNICIPALITY
506209000,Irosin,MUNICIPALITY
506210000,Juban,MUNICIPALITY
506211000,Magallanes,MUNICIPALITY
506212000,Matnog,MUNICIPALITY
506213000,Pilar,MUNICIPALITY
506214000,Prieto Diaz,MUNICIPALITY
506215000,Santa Magdalena,MUNICIPALITY
506216000,City of Sorsogon ,CITY
600000000,Region VI (Western Visayas),REGION
600400000,Aklan,PROVINCE
600401000,Altavas,MUNICIPALITY
600402000,Balete,MUNICIPALITY
600403000,Banga,MUNICIPALITY
600404000,Batan,MUNICIPALITY
600405000,Buruanga,MUNICIPALITY
600406000,Ibajay,MUNICIPALITY
600407000,Kalibo ,MUNICIPALITY
600408000,Lezo,MUNICIPALITY
600409000,Libacao,MUNICIPALITY
600410000,Madalag,MUNICIPALITY
600411000,Makato,MUNICIPALITY
600412000,Malay,MUNICIPALITY
600413000,Malinao,MUNICIPALITY
600414000,Nabas,MUNICIPALITY
600415000,New Washington,MUNICIPALITY
600416000,Numancia,MUNICIPALITY
600417000,Tangalan,MUNICIPALITY
600600000,Antique,PROVINCE
600601000,Anini-Y,MUNICIPALITY
600602000,Barbaza,MUNICIPALITY
600603000,Belison,MUNICIPALITY
600604000,Bugasong,MUNICIPALITY
600605000,Caluya,MUNICIPALITY
600606000,Culasi,MUNICIPALITY
600607000,Tobias Fornier,MUNICIPALITY
600608000,Hamtic,MUNICIPALITY
600609000,Laua-An,MUNICIPALITY
600610000,Libertad,MUNICIPALITY
600611000,Pandan,MUNICIPALITY
600612000,Patnongon,MUNICIPALITY
600613000,San Jose ,MUNICIPALITY
600614000,San Remigio,MUNICIPALITY
600615000,Sebaste,MUNICIPALITY
600616000,Sibalom,MUNICIPALITY
600617000,Tibiao,MUNICIPALITY
600618000,Valderrama,MUNICIPALITY
601900000,Capiz,PROVINCE
601901000,Cuartero,MUNICIPALITY
601902000,Dao,MUNICIPALITY
601903000,Dumalag,MUNICIPALITY
601904000,Dumarao,MUNICIPALITY
601905000,Ivisan,MUNICIPALITY
601906000,Jamindan,MUNICIPALITY
601907000,Ma-Ayon,MUNICIPALITY
601908000,Mambusao,MUNICIPALITY
601909000,Panay,MUNICIPALITY
601910000,Panitan,MUNICIPALITY
601911000,Pilar,MUNICIPALITY
601912000,Pontevedra,MUNICIPALITY
601913000,President Roxas,MUNICIPALITY
601914000,City of Roxas ,CITY
601915000,Sapi-An,MUNICIPALITY
601916000,Sigma,MUNICIPALITY
601917000,Tapaz,MUNICIPALITY
603000000,Iloilo,PROVINCE
603001000,Ajuy,MUNICIPALITY
603002000,Alimodian,MUNICIPALITY
603003000,Anilao,MUNICIPALITY
603004000,Badiangan,MUNICIPALITY
603005000,Balasan,MUNICIPALITY
603006000,Banate,MUNICIPALITY
603007000,Barotac Nuevo,MUNICIPALITY
603008000,Barotac Viejo,MUNICIPALITY
603009000,Batad,MUNICIPALITY
603010000,Bingawan,MUNICIPALITY
603012000,Cabatuan,MUNICIPALITY
603013000,Calinog,MUNICIPALITY
603014000,Carles,MUNICIPALITY
603015000,Concepcion,MUNICIPALITY
603016000,Dingle,MUNICIPALITY
603017000,Dueñas,MUNICIPALITY
603018000,Dumangas,MUNICIPALITY
603019000,Estancia,MUNICIPALITY
603020000,Guimbal,MUNICIPALITY
603021000,Igbaras,MUNICIPALITY
603023000,Janiuay,MUNICIPALITY
603025000,Lambunao,MUNICIPALITY
603026000,Leganes,MUNICIPALITY
603027000,Lemery,MUNICIPALITY
603028000,Leon,MUNICIPALITY
603029000,Maasin,MUNICIPALITY
603030000,Miagao,MUNICIPALITY
603031000,Mina,MUNICIPALITY
603032000,New Lucena,MUNICIPALITY
603034000,Oton,MUNICIPALITY
603035000,City of Passi,CITY
603036000,Pavia,MUNICIPALITY
603037000,Pototan,MUNICIPALITY
603038000,San Dionisio,MUNICIPALITY
603039000,San Enrique,MUNICIPALITY
603040000,San Joaquin,MUNICIPALITY
603041000,San Miguel,MUNICIPALITY
603042000,San Rafael,MUNICIPALITY
603043000,Santa Barbara,MUNICIPALITY
603044000,Sara,MUNICIPALITY
603045000,Tigbauan,MUNICIPALITY
603046000,Tubungan,MUNICIPALITY
603047000,Zarraga,MUNICIPALITY
607900000,Guimaras,PROVINCE
607901000,Buenavista,MUNICIPALITY
607902000,Jordan ,MUNICIPALITY
607903000,Nueva Valencia,MUNICIPALITY
607904000,San Lorenzo,MUNICIPALITY
607905000,Sibunag,MUNICIPALITY
631000000,City of Iloilo ,HUC
1800000000,Negros Island Region (NIR),REGION
1804500000,Negros Occidental,PROVINCE
1804502000,City of Bago,CITY
1804503000,Binalbagan,MUNICIPALITY
1804504000,City of Cadiz,CITY
1804505000,Calatrava,MUNICIPALITY
1804506000,Candoni,MUNICIPALITY
1804507000,Cauayan,MUNICIPALITY
1804508000,Enrique B. Magalona,MUNICIPALITY
1804509000,City of Escalante,CITY
1804510000,City of Himamaylan,CITY
1804511000,Hinigaran,MUNICIPALITY
1804512000,Hinoba-an,MUNICIPALITY
1804513000,Ilog,MUNICIPALITY
1804514000,Isabela,MUNICIPALITY
1804515000,City of Kabankalan,CITY
1804516000,City of La Carlota,CITY
1804517000,La Castellana,MUNICIPALITY
1804518000,Manapla,MUNICIPALITY
1804519000,Moises Padilla,MUNICIPALITY
1804520000,Murcia,MUNICIPALITY
1804521000,Pontevedra,MUNICIPALITY
1804522000,Pulupandan,MUNICIPALITY
1804523000,City of Sagay,CITY
1804524000,City of San Carlos,CITY
1804525000,San Enrique,MUNICIPALITY
1804526000,City of Silay,CITY
1804527000,City of Sipalay,CITY
1804528000,City of Talisay,CITY
1804529000,Toboso,MUNICIPALITY
1804530000,Valladolid,MUNICIPALITY
1804531000,City of Victorias,CITY
1804532000,Salvador Benedicto,MUNICIPALITY
1804600000,Negros Oriental,PROVINCE
1804601000,Amlan,MUNICIPALITY
1804602000,Ayungon,MUNICIPALITY
1804603000,Bacong,MUNICIPALITY
1804604000,City of Bais,CITY
1804605000,Basay,MUNICIPALITY
1804606000,City of Bayawan,CITY
1804607000,Bindoy,MUNICIPALITY
1804608000,City of Canlaon,CITY
1804609000,Dauin,MUNICIPALITY
1804610000,City of Dumaguete ,CITY
1804611000,City of Guihulngan,CITY
1804612000,Jimalalud,MUNICIPALITY
1804613000,La Libertad,MUNICIPALITY
1804614000,Mabinay,MUNICIPALITY
1804615000,Manjuyod,MUNICIPALITY
1804616000,Pamplona,MUNICIPALITY
1804617000,San Jose,MUNICIPALITY
1804618000,Santa Catalina,MUNICIPALITY
1804619000,Siaton,MUNICIPALITY
1804620000,Sibulan,MUNICIPALITY
1804621000,City of Tanjay,CITY
1804622000,Tayasan,MUNICIPALITY
1804623000,Valencia,MUNICIPALITY
1804624000,Vallehermoso,MUNICIPALITY
1804625000,Zamboanguita,MUNICIPALITY
1806100000,Siquijor,PROVINCE
1806101000,Enrique Villanueva,MUNICIPALITY
1806102000,Larena,MUNICIPALITY
1806103000,Lazi,MUNICIPALITY
1806104000,Maria,MUNICIPALITY
1806105000,San Juan,MUNICIPALITY
1806106000,Siquijor ,MUNICIPALITY
1830200000,City of Bacolod ,HUC
700000000,Region VII (Central Visayas),REGION
701200000,Bohol,PROVINCE
701201000,Alburquerque,MUNICIPALITY
701202000,Alicia,MUNICIPALITY
701203000,Anda,MUNICIPALITY
701204000,Antequera,MUNICIPALITY
701205000,Baclayon,MUNICIPALITY
701206000,Balilihan,MUNICIPALITY
701207000,Batuan,MUNICIPALITY
701208000,Bilar,MUNICIPALITY
701209000,Buenavista,MUNICIPALITY
701210000,Calape,MUNICIPALITY
701211000,Candijay,MUNICIPALITY
701212000,Carmen,MUNICIPALITY
701213000,Catigbian,MUNICIPALITY
701214000,Clarin,MUNICIPALITY
701215000,Corella,MUNICIPALITY
701216000,Cortes,MUNICIPALITY
701217000,Dagohoy,MUNICIPALITY
701218000,Danao,MUNICIPALITY
701219000,Dauis,MUNICIPALITY
701220000,Dimiao,MUNICIPALITY
701221000,Duero,MUNICIPALITY
701222000,Garcia Hernandez,MUNICIPALITY
701223000,Guindulman,MUNICIPALITY
701224000,Inabanga,MUNICIPALITY
701225000,Jagna,MUNICIPALITY
701226000,Getafe,MUNICIPALITY
701227000,Lila,MUNICIPALITY
701228000,Loay,MUNICIPALITY
701229000,Loboc,MUNICIPALITY
701230000,Loon,MUNICIPALITY
701231000,Mabini,MUNICIPALITY
701232000,Maribojoc,MUNICIPALITY
701233000,Panglao,MUNICIPALITY
701234000,Pilar,MUNICIPALITY
701235000,President Carlos P. Garcia,MUNICIPALITY
701236000,Sagbayan,MUNICIPALITY
701237000,San Isidro,MUNICIPALITY
701238000,San Miguel,MUNICIPALITY
701239000,Sevilla,MUNICIPALITY
701240000,Sierra Bullones,MUNICIPALITY
701241000,Sikatuna,MUNICIPALITY
701242000,City of Tagbilaran ,CITY
701243000,Talibon,MUNICIPALITY
701244000,Trinidad,MUNICIPALITY
701245000,Tubigon,MUNICIPALITY
701246000,Ubay,MUNICIPALITY
701247000,Valencia,MUNICIPALITY
701248000,Bien Unido,MUNICIPALITY
702200000,Cebu,PROVINCE
702201000,Alcantara,MUNICIPALITY
702202000,Alcoy,MUNICIPALITY
702203000,Alegria,MUNICIPALITY
702204000,Aloguinsan,MUNICIPALITY
702205000,Argao,MUNICIPALITY
702206000,Asturias,MUNICIPALITY
702207000,Badian,MUNICIPALITY
702208000,Balamban,MUNICIPALITY
702209000,Bantayan,MUNICIPALITY
702210000,Barili,MUNICIPALITY
702211000,City of Bogo,CITY
702212000,Boljoon,MUNICIPALITY
702213000,Borbon,MUNICIPALITY
702214000,City of Carcar,CITY
702215000,Carmen,MUNICIPALITY
702216000,Catmon,MUNICIPALITY
702218000,Compostela,MUNICIPALITY
702219000,Consolacion,MUNICIPALITY
702220000,Cordova,MUNICIPALITY
702221000,Daanbantayan,MUNICIPALITY
702222000,Dalaguete,MUNICIPALITY
702223000,Danao City,CITY
702224000,Dumanjug,MUNICIPALITY
702225000,Ginatilan,MUNICIPALITY
702227000,Liloan,MUNICIPALITY
702228000,Madridejos,MUNICIPALITY
702229000,Malabuyoc,MUNICIPALITY
702231000,Medellin,MUNICIPALITY
702232000,Minglanilla,MUNICIPALITY
702233000,Moalboal,MUNICIPALITY
702234000,City of Naga,CITY
702235000,Oslob,MUNICIPALITY
702236000,Pilar,MUNICIPALITY
702237000,Pinamungajan,MUNICIPALITY
702238000,Poro,MUNICIPALITY
702239000,Ronda,MUNICIPALITY
702240000,Samboan,MUNICIPALITY
702241000,San Fernando,MUNICIPALITY
702242000,San Francisco,MUNICIPALITY
702243000,San Remigio,MUNICIPALITY
702244000,Santa Fe,MUNICIPALITY
702245000,Santander,MUNICIPALITY
702246000,Sibonga,MUNICIPALITY
702247000,Sogod,MUNICIPALITY
702248000,Tabogon,MUNICIPALITY
702249000,Tabuelan,MUNICIPALITY
702250000,City of Talisay,CITY
702251000,City of Toledo,CITY
702252000,Tuburan,MUNICIPALITY
702253000,Tudela,MUNICIPALITY
730600000,City of Cebu ,HUC
731100000,City of Lapu-Lapu,HUC
731300000,City of Mandaue,HUC
800000000,Region VIII (Eastern Visayas),REGION
802600000,Eastern Samar,PROVINCE
802601000,Arteche,MUNICIPALITY
802602000,Balangiga,MUNICIPALITY
802603000,Balangkayan,MUNICIPALITY
802604000,City of Borongan ,CITY
802605000,Can-Avid,MUNICIPALITY
802606000,Dolores,MUNICIPALITY
802607000,General Macarthur,MUNICIPALITY
802608000,Giporlos,MUNICIPALITY
802609000,Guiuan,MUNICIPALITY
802610000,Hernani,MUNICIPALITY
802611000,Jipapad,MUNICIPALITY
802612000,Lawaan,MUNICIPALITY
802613000,Llorente,MUNICIPALITY
802614000,Maslog,MUNICIPALITY
802615000,Maydolong,MUNICIPALITY
802616000,Mercedes,MUNICIPALITY
802617000,Oras,MUNICIPALITY
802618000,Quinapondan,MUNICIPALITY
802619000,Salcedo,MUNICIPALITY
802620000,San Julian,MUNICIPALITY
802621000,San Policarpo,MUNICIPALITY
802622000,Sulat,MUNICIPALITY
802623000,Taft,MUNICIPALITY
803700000,Leyte,PROVINCE
803701000,Abuyog,MUNICIPALITY
803702000,Alangalang,MUNICIPALITY
803703000,Albuera,MUNICIPALITY
803705000,Babatngon,MUNICIPALITY
803706000,Barugo,MUNICIPALITY
803707000,Bato,MUNICIPALITY
803708000,City of Baybay,CITY
803710000,Burauen,MUNICIPALITY
803713000,Calubian,MUNICIPALITY
803714000,Capoocan,MUNICIPALITY
803715000,Carigara,MUNICIPALITY
803717000,Dagami,MUNICIPALITY
803718000,Dulag,MUNICIPALITY
803719000,Hilongos,MUNICIPALITY
803720000,Hindang,MUNICIPALITY
803721000,Inopacan,MUNICIPALITY
803722000,Isabel,MUNICIPALITY
803723000,Jaro,MUNICIPALITY
803724000,Javier,MUNICIPALITY
803725000,Julita,MUNICIPALITY
803726000,Kananga,MUNICIPALITY
803728000,La Paz,MUNICIPALITY
803729000,Leyte,MUNICIPALITY
803730000,Macarthur,MUNICIPALITY
803731000,Mahaplag,MUNICIPALITY
803733000,Matag-Ob,MUNICIPALITY
803734000,Matalom,MUNICIPALITY
803735000,Mayorga,MUNICIPALITY
803736000,Merida,MUNICIPALITY
803738000,Ormoc City,CITY
803739000,Palo,MUNICIPALITY
803740000,Palompon,MUNICIPALITY
803741000,Pastrana,MUNICIPALITY
803742000,San Isidro,MUNICIPALITY
803743000,San Miguel,MUNICIPALITY
803744000,Santa Fe,MUNICIPALITY
803745000,Tabango,MUNICIPALITY
803746000,Tabontabon,MUNICIPALITY
803748000,Tanauan,MUNICIPALITY
803749000,Tolosa,MUNICIPALITY
803750000,Tunga,MUNICIPALITY
803751000,Villaba,MUNICIPALITY
804800000,Northern Samar,PROVINCE
804801000,Allen,MUNICIPALITY
804802000,Biri,MUNICIPALITY
804803000,Bobon,MUNICIPALITY
804804000,Capul,MUNICIPALITY
804805000,Catarman ,MUNICIPALITY
804806000,Catubig,MUNICIPALITY
804807000,Gamay,MUNICIPALITY
804808000,Laoang,MUNICIPALITY
804809000,Lapinig,MUNICIPALITY
804810000,Las Navas,MUNICIPALITY
804811000,Lavezares,MUNICIPALITY
804812000,Mapanas,MUNICIPALITY
804813000,Mondragon,MUNICIPALITY
804814000,Palapag,MUNICIPALITY
804815000,Pambujan,MUNICIPALITY
804816000,Rosario,MUNICIPALITY
804817000,San Antonio,MUNICIPALITY
804818000,San Isidro,MUNICIPALITY
804819000,San Jose,MUNICIPALITY
804820000,San Roque,MUNICIPALITY
804821000,San Vicente,MUNICIPALITY
804822000,Silvino Lobos,MUNICIPALITY
804823000,Victoria,MUNICIPALITY
804824000,Lope De Vega,MUNICIPALITY
806000000,Samar,PROVINCE
806001000,Almagro,MUNICIPALITY
806002000,Basey,MUNICIPALITY
806003000,City of Calbayog,CITY
806004000,Calbiga,MUNICIPALITY
806005000,City of Catbalogan ,CITY
806006000,Daram,MUNICIPALITY
806007000,Gandara,MUNICIPALITY
806008000,Hinabangan,MUNICIPALITY
806009000,Jiabong,MUNICIPALITY
806010000,Marabut,MUNICIPALITY
806011000,Matuguinao,MUNICIPALITY
806012000,Motiong,MUNICIPALITY
806013000,Pinabacdao,MUNICIPALITY
806014000,San Jose De Buan,MUNICIPALITY
806015000,San Sebastian,MUNICIPALITY
806016000,Santa Margarita,MUNICIPALITY
806017000,Santa Rita,MUNICIPALITY
806018000,Santo Niño,MUNICIPALITY
806019000,Talalora,MUNICIPALITY
806020000,Tarangnan,MUNICIPALITY
806021000,Villareal,MUNICIPALITY
806022000,Paranas,MUNICIPALITY
806023000,Zumarraga,MUNICIPALITY
806024000,Tagapul-An,MUNICIPALITY
806025000,San Jorge,MUNICIPALITY
806026000,Pagsanghan,MUNICIPALITY
806400000,Southern Leyte,PROVINCE
806401000,Anahawan,MUNICIPALITY
806402000,Bontoc,MUNICIPALITY
806403000,Hinunangan,MUNICIPALITY
806404000,Hinundayan,MUNICIPALITY
806405000,Libagon,MUNICIPALITY
806406000,Liloan,MUNICIPALITY
806407000,City of Maasin ,CITY
806408000,Macrohon,MUNICIPALITY
806409000,Malitbog,MUNICIPALITY
806410000,Padre Burgos,MUNICIPALITY
806411000,Pintuyan,MUNICIPALITY
806412000,Saint Bernard,MUNICIPALITY
806413000,San Francisco,MUNICIPALITY
806414000,San Juan,MUNICIPALITY
806415000,San Ricardo,MUNICIPALITY
806416000,Silago,MUNICIPALITY
806417000,Sogod,MUNICIPALITY
806418000,Tomas Oppus,MUNICIPALITY
806419000,Limasawa,MUNICIPALITY
807800000,Biliran,PROVINCE
807801000,Almeria,MUNICIPALITY
807802000,Biliran,MUNICIPALITY
807803000,Cabucgayan,MUNICIPALITY
807804000,Caibiran,MUNICIPALITY
807805000,Culaba,MUNICIPALITY
807806000,Kawayan,MUNICIPALITY
807807000,Maripipi,MUNICIPALITY
807808000,Naval ,MUNICIPALITY
831600000,City of Tacloban ,HUC
900000000,Region IX (Zamboanga Peninsula),REGION
906600000,Sulu,PROVINCE
906601000,Indanan,MUNICIPALITY
906602000,Jolo ,MUNICIPALITY
906603000,Kalingalan Caluang,MUNICIPALITY
906604000,Luuk,MUNICIPALITY
906605000,Maimbung,MUNICIPALITY
906606000,Hadji Panglima Tahil,MUNICIPALITY
906607000,Old Panamao,MUNICIPALITY
906608000,Pangutaran,MUNICIPALITY
906609000,Parang,MUNICIPALITY
906610000,Pata,MUNICIPALITY
906611000,Patikul,MUNICIPALITY
906612000,Siasi,MUNICIPALITY
906613000,Talipao,MUNICIPALITY
906614000,Tapul,MUNICIPALITY
906615000,Tongkil,MUNICIPALITY
906616000,Panglima Estino,MUNICIPALITY
906617000,Lugus,MUNICIPALITY
906618000,Pandami,MUNICIPALITY
906619000,Omar,MUNICIPALITY
907200000,Zamboanga del Norte,PROVINCE
907201000,City of Dapitan,CITY
907202000,City of Dipolog ,CITY
907203000,Katipunan,MUNICIPALITY
907204000,La Libertad,MUNICIPALITY
907205000,Labason,MUNICIPALITY
907206000,Liloy,MUNICIPALITY
907207000,Manukan,MUNICIPALITY
907208000,Mutia,MUNICIPALITY
907209000,Piñan,MUNICIPALITY
907210000,Polanco,MUNICIPALITY
907211000,Pres. Manuel A. Roxas,MUNICIPALITY
907212000,Rizal,MUNICIPALITY
907213000,Salug,MUNICIPALITY
907214000,Sergio Osmeña Sr.,MUNICIPALITY
907215000,Siayan,MUNICIPALITY
907216000,Sibuco,MUNICIPALITY
907217000,Sibutad,MUNICIPALITY
907218000,Sindangan,MUNICIPALITY
907219000,Siocon,MUNICIPALITY
907220000,Sirawai,MUNICIPALITY
907221000,Tampilisan,MUNICIPALITY
907222000,Jose Dalman,MUNICIPALITY
907223000,Gutalac,MUNICIPALITY
907224000,Baliguian,MUNICIPALITY
907225000,Godod,MUNICIPALITY
907226000,Leon T. Postigo,MUNICIPALITY
907227000,Kalawit,MUNICIPALITY
907300000,Zamboanga del Sur,PROVINCE
907302000,Aurora,MUNICIPALITY
907303000,Bayog,MUNICIPALITY
907305000,Dimataling,MUNICIPALITY
907306000,Dinas,MUNICIPALITY
907307000,Dumalinao,MUNICIPALITY
907308000,Dumingag,MUNICIPALITY
907311000,Kumalarang,MUNICIPALITY
907312000,Labangan,MUNICIPALITY
907313000,Lapuyan,MUNICIPALITY
907315000,Mahayag,MUNICIPALITY
907317000,Margosatubig,MUNICIPALITY
907318000,Midsalip,MUNICIPALITY
907319000,Molave,MUNICIPALITY
907322000,City of Pagadian ,CITY
907323000,Ramon Magsaysay,MUNICIPALITY
907324000,San Miguel,MUNICIPALITY
907325000,San Pablo,MUNICIPALITY
907327000,Tabina,MUNICIPALITY
907328000,Tambulig,MUNICIPALITY
907330000,Tukuran,MUNICIPALITY
907333000,Lakewood,MUNICIPALITY
907337000,Josefina,MUNICIPALITY
907338000,Pitogo,MUNICIPALITY
907340000,Sominot,MUNICIPALITY
907341000,Vincenzo A. Sagun,MUNICIPALITY
907343000,Guipos,MUNICIPALITY
907344000,Tigbao,MUNICIPALITY
908300000,Zamboanga Sibugay,PROVINCE
908301000,Alicia,MUNICIPALITY
908302000,Buug,MUNICIPALITY
908303000,Diplahan,MUNICIPALITY
908304000,Imelda,MUNICIPALITY
908305000,Ipil ,MUNICIPALITY
908306000,Kabasalan,MUNICIPALITY
908307000,Mabuhay,MUNICIPALITY
908308000,Malangas,MUNICIPALITY
908309000,Naga,MUNICIPALITY
908310000,Olutanga,MUNICIPALITY
908311000,Payao,MUNICIPALITY
908312000,Roseller Lim,MUNICIPALITY
908313000,Siay,MUNICIPALITY
908314000,Talusan,MUNICIPALITY
908315000,Titay,MUNICIPALITY
908316000,Tungawan,MUNICIPALITY
990100000,City of Isabela (Not a Province),
990101000,City of Isabela,CITY
931700000,City of Zamboanga,HUC
1000000000,Region X (Northern Mindanao),REGION
1001300000,Bukidnon,PROVINCE
1001301000,Baungon,MUNICIPALITY
1001302000,Damulog,MUNICIPALITY
1001303000,Dangcagan,MUNICIPALITY
1001304000,Don Carlos,MUNICIPALITY
1001305000,Impasug-ong,MUNICIPALITY
1001306000,Kadingilan,MUNICIPALITY
1001307000,Kalilangan,MUNICIPALITY
1001308000,Kibawe,MUNICIPALITY
1001309000,Kitaotao,MUNICIPALITY
1001310000,Lantapan,MUNICIPALITY
1001311000,Libona,MUNICIPALITY
1001312000,City of Malaybalay ,CITY
1001313000,Malitbog,MUNICIPALITY
1001314000,Manolo Fortich,MUNICIPALITY
1001315000,Maramag,MUNICIPALITY
1001316000,Pangantucan,MUNICIPALITY
1001317000,Quezon,MUNICIPALITY
1001318000,San Fernando,MUNICIPALITY
1001319000,Sumilao,MUNICIPALITY
1001320000,Talakag,MUNICIPALITY
1001321000,City of Valencia,CITY
1001322000,Cabanglasan,MUNICIPALITY
1001800000,Camiguin,PROVINCE
1001801000,Catarman,MUNICIPALITY
1001802000,Guinsiliban,MUNICIPALITY
1001803000,Mahinog,MUNICIPALITY
1001804000,Mambajao ,MUNICIPALITY
1001805000,Sagay,MUNICIPALITY
1003500000,Lanao del Norte,PROVINCE
1003501000,Bacolod,MUNICIPALITY
1003502000,Baloi,MUNICIPALITY
1003503000,Baroy,MUNICIPALITY
1003505000,Kapatagan,MUNICIPALITY
1003506000,Sultan Naga Dimaporo,MUNICIPALITY
1003507000,Kauswagan,MUNICIPALITY
1003508000,Kolambugan,MUNICIPALITY
1003509000,Lala,MUNICIPALITY
1003510000,Linamon,MUNICIPALITY
1003511000,Magsaysay,MUNICIPALITY
1003512000,Maigo,MUNICIPALITY
1003513000,Matungao,MUNICIPALITY
1003514000,Munai,MUNICIPALITY
1003515000,Nunungan,MUNICIPALITY
1003516000,Pantao Ragat,MUNICIPALITY
1003517000,Poona Piagapo,MUNICIPALITY
1003518000,Salvador,MUNICIPALITY
1003519000,Sapad,MUNICIPALITY
1003520000,Tagoloan,MUNICIPALITY
1003521000,Tangcal,MUNICIPALITY
1003522000,Tubod ,MUNICIPALITY
1003523000,Pantar,MUNICIPALITY
1004200000,Misamis Occidental,PROVINCE
1004201000,Aloran,MUNICIPALITY
1004202000,Baliangao,MUNICIPALITY
1004203000,Bonifacio,MUNICIPALITY
1004204000,Calamba,MUNICIPALITY
1004205000,Clarin,MUNICIPALITY
1004206000,Concepcion,MUNICIPALITY
1004207000,Jimenez,MUNICIPALITY
1004208000,Lopez Jaena,MUNICIPALITY
1004209000,City of Oroquieta ,CITY
1004210000,City of Ozamiz,CITY
1004211000,Panaon,MUNICIPALITY
1004212000,Plaridel,MUNICIPALITY
1004213000,Sapang Dalaga,MUNICIPALITY
1004214000,Sinacaban,MUNICIPALITY
1004215000,City of Tangub,CITY
1004216000,Tudela,MUNICIPALITY
1004217000,Don Victoriano Chiongbian,MUNICIPALITY
1004300000,Misamis Oriental,PROVINCE
1004301000,Alubijid,MUNICIPALITY
1004302000,Balingasag,MUNICIPALITY
1004303000,Balingoan,MUNICIPALITY
1004304000,Binuangan,MUNICIPALITY
1004306000,Claveria,MUNICIPALITY
1004307000,City of El Salvador,CITY
1004308000,City of Gingoog,CITY
